run_id,case,initial_alpha,window,alpha_before,alpha_after,max_allowed,safe_windows,jobs,miss,miss_per_1000,action
0,1_14_8,0,0,0,0,100,1,25,0,0,safe_hold
0,1_14_8,0,1,0,25,100,0,25,0,0,probe_up
0,1_14_8,0,2,25,25,100,1,26,0,0,safe_hold
0,1_14_8,0,3,25,50,100,0,25,0,0,probe_up
0,1_14_8,0,4,50,25,25,0,25,12,480,unsafe_down
0,1_14_8,0,5,25,25,25,0,25,0,0,cooldown_hold
0,1_14_8,0,6,25,25,25,1,25,0,0,safe_hold
0,1_14_8,0,7,25,25,25,0,25,0,0,safe_at_limit
0,1_14_8,0,8,25,25,25,1,25,0,0,safe_hold
0,1_14_8,0,9,25,25,25,0,25,1,40,gray_hold
0,1_14_8,0,10,25,25,25,0,25,1,40,gray_hold
0,1_14_8,0,11,25,25,25,1,25,0,0,safe_hold
0,1_14_8,0,12,25,25,25,0,25,0,0,safe_at_limit
0,1_14_8,0,13,25,25,25,1,25,0,0,safe_hold
0,1_14_8,0,14,25,25,25,0,25,0,0,safe_at_limit
0,1_14_8,0,15,25,25,25,1,25,0,0,safe_hold
0,1_14_8,0,16,25,25,25,0,25,0,0,late_safe_hold
0,1_14_8,0,17,25,25,25,1,25,0,0,safe_hold
0,1_14_8,0,18,25,25,25,0,25,0,0,late_safe_hold
1,1_14_8,25,0,25,25,100,1,25,0,0,safe_hold
1,1_14_8,25,1,25,50,100,0,25,0,0,probe_up
1,1_14_8,25,2,50,50,100,1,25,0,0,safe_hold
1,1_14_8,25,3,50,50,100,0,25,1,40,gray_hold
1,1_14_8,25,4,50,25,25,0,25,3,120,unsafe_down
1,1_14_8,25,5,25,25,25,0,25,0,0,cooldown_hold
1,1_14_8,25,6,25,25,25,1,25,0,0,safe_hold
1,1_14_8,25,7,25,25,25,0,25,0,0,safe_at_limit
1,1_14_8,25,8,25,25,25,1,25,0,0,safe_hold
1,1_14_8,25,9,25,25,25,0,25,0,0,safe_at_limit
1,1_14_8,25,10,25,25,25,1,25,0,0,safe_hold
1,1_14_8,25,11,25,25,25,0,25,0,0,safe_at_limit
1,1_14_8,25,12,25,25,25,1,25,0,0,safe_hold
1,1_14_8,25,13,25,25,25,0,25,0,0,safe_at_limit
1,1_14_8,25,14,25,25,25,1,25,0,0,safe_hold
1,1_14_8,25,15,25,25,25,0,25,0,0,safe_at_limit
1,1_14_8,25,16,25,25,25,1,25,0,0,safe_hold
1,1_14_8,25,17,25,25,25,0,25,0,0,late_safe_hold
1,1_14_8,25,18,25,25,25,1,25,0,0,safe_hold
2,1_14_8,50,0,50,50,100,1,25,0,0,safe_hold
2,1_14_8,50,1,50,75,100,0,25,0,0,probe_up
2,1_14_8,50,2,75,50,50,0,25,9,360,unsafe_down
2,1_14_8,50,3,50,50,50,0,25,3,120,cooldown_hold
2,1_14_8,50,4,50,50,50,1,25,0,0,safe_hold
2,1_14_8,50,5,50,25,25,0,25,3,120,unsafe_down
2,1_14_8,50,6,25,25,25,0,25,0,0,cooldown_hold
2,1_14_8,50,7,25,25,25,1,25,0,0,safe_hold
2,1_14_8,50,8,25,25,25,0,25,0,0,safe_at_limit
2,1_14_8,50,9,25,25,25,1,25,0,0,safe_hold
2,1_14_8,50,10,25,25,25,0,25,0,0,safe_at_limit
2,1_14_8,50,11,25,25,25,1,25,0,0,safe_hold
2,1_14_8,50,12,25,25,25,0,25,0,0,safe_at_limit
2,1_14_8,50,13,25,25,25,1,25,0,0,safe_hold
2,1_14_8,50,14,25,25,25,0,25,0,0,safe_at_limit
2,1_14_8,50,15,25,25,25,1,25,0,0,safe_hold
2,1_14_8,50,16,25,25,25,0,25,0,0,late_safe_hold
2,1_14_8,50,17,25,25,25,0,25,1,40,gray_hold
2,1_14_8,50,18,25,25,25,1,25,0,0,safe_hold
3,1_14_8,75,0,75,75,100,1,25,0,0,safe_hold
3,1_14_8,75,1,75,75,100,0,25,1,40,gray_hold
3,1_14_8,75,2,75,50,50,0,23,7,304,unsafe_down
3,1_14_8,75,3,50,50,50,0,27,13,481,cooldown_hold
3,1_14_8,75,4,50,50,50,0,25,2,80,gray_hold
3,1_14_8,75,5,50,50,50,1,25,0,0,safe_hold
